"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2006","156295","Berea College","Kentucky","Private not-for-profit","","0.037","0.632"
"2006","156356","Brescia University","Kentucky","Private not-for-profit","","0.037","0.504"
"2006","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.05","0.391"
"2006","156408","Centre College","Kentucky","Private not-for-profit","","0.012","0.732"
"2006","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","0","0.471"
"2006","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.048","0.406"
"2006","156620","Eastern Kentucky University","Kentucky","Public","","0.054","0.369"
"2006","156727","Frontier School of Midwifery and Family Nursing","Kentucky","Private not-for-profit","","0.01",""
"2006","156745","Georgetown College","Kentucky","Private not-for-profit","","0.012","0.615"
"2006","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0","0.095"
"2006","157058","Kentucky State University","Kentucky","Public","","0.108","0.266"
"2006","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.043","0.329"
"2006","157085","University of Kentucky","Kentucky","Public","","0.019","0.616"
"2006","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.01","0.391"
"2006","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0.045",""
"2006","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.06","0.255"
"2006","157234","Louisville Bible College","Kentucky","Private not-for-profit","","",""
"2006","157289","University of Louisville","Kentucky","Public","","0.02","0.437"
"2006","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0.025",""
"2006","157359","Mid-Continent University","Kentucky","Private not-for-profit","","0.03","0.203"
"2006","157377","Midway College","Kentucky","Private not-for-profit","","0.022","0.324"
"2006","157386","Morehead State University","Kentucky","Public","","0.084","0.354"
"2006","157401","Murray State University","Kentucky","Public","","0.041","0.498"
"2006","157447","Northern Kentucky University","Kentucky","Public","","0.036","0.33"
"2006","157535","Pikeville College","Kentucky","Private not-for-profit","","0.036","0.302"
"2006","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.063","0.353"
"2006","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.318"
"2006","157757","Spalding University","Kentucky","Private not-for-profit","","0.017","0.237"
"2006","157809","Thomas More College","Kentucky","Private not-for-profit","","0.023","0.407"
"2006","157818","Transylvania University","Kentucky","Private not-for-profit","","0.01","0.729"
"2006","157863","Union College","Kentucky","Private not-for-profit","","0.054","0.358"
"2006","157951","Western Kentucky University","Kentucky","Public","","0.046","0.447"
"2006","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","","0",""
"2006","260947","Christian Life College","Illinois","Private not-for-profit","","0.043","0.5"
"2006","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","0",""
"2006","364131","St Johns Hospital School of Dietetics","Illinois","Private not-for-profit","","",""
"2006","409254","Erikson Institute","Illinois","Private not-for-profit","","0",""
"2006","437866","Union College-Bennett Center","Kentucky","Private not-for-profit","","0.054",""
"2006","443030","Evanston Northwestern Healthcare School of Anesthesia","Illinois","Private not-for-profit","","0",""
"2006","445054","Toyota Technological Institute at Chicago","Illinois","Private not-for-profit","","",""
"2006","446969","New York Institute of Technology-Ellis College","Illinois","Private not-for-profit","","0.034",""
"2005","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","","0.04",""
"2005","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.04","0.609"
"2005","143084","Augustana College","Illinois","Private not-for-profit","","0.014","0.782"
"2005","143118","Aurora University","Illinois","Private not-for-profit","","0.045","0.5"
"2005","143163","Barat College","Illinois","Private not-for-profit","","",""
"2005","143288","Blackburn College","Illinois","Private not-for-profit","","0.048","0.419"
"2005","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0","0.438"
"2005","143358","Bradley University","Illinois","Private not-for-profit","","0.011","0.727"
"2005","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0",""
"2005","143853","Midwestern University","Illinois","Private not-for-profit","","0.001",""
"2005","143978","Chicago School of Professional Psychology","Illinois","Private not-for-profit","","0",""
"2005","144005","Chicago State University","Illinois","Public","","0.09","0.18"
"2005","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.02",""
"2005","144050","University of Chicago","Illinois","Private not-for-profit","","0.013","0.891"
"2005","144281","Columbia College Chicago","Illinois","Private not-for-profit","","0.054","0.353"
"2005","144351","Concordia University","Illinois","Private not-for-profit","","0.033","0.518"
"2005","144740","DePaul University","Illinois","Private not-for-profit","","0.026","0.64"
"2005","144883","East-West University","Illinois","Private not-for-profit","","0.15","0.132"
"2005","144892","Eastern Illinois University","Illinois","Public","","0.02","0.605"
"2005","144962","Elmhurst College","Illinois","Private not-for-profit","","0.013","0.738"
"2005","144971","Eureka College","Illinois","Private not-for-profit","","0.071","0.512"
"2005","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.019",""
"2005","145336","Governors State University","Illinois","Public","","0.022",""
"2005","145372","Greenville College","Illinois","Private not-for-profit","","0.012","0.5"
"2005","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0","0.085"
"2005","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.007",""
"2005","145600","University of Illinois at Chicago","Illinois","Public","","0.023","0.505"
"2005","145619","Benedictine University","Illinois","Private not-for-profit","","0.036","0.554"
"2005","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0",""
"2005","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.014","0.816"
"2005","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.012","0.801"
"2005","145691","Illinois College","Illinois","Private not-for-profit","","0.01","0.548"
"2005","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.018","0.676"
"2005","145813","Illinois State University","Illinois","Public","","0.02","0.642"
"2005","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0",""
"2005","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.007",""
"2005","146339","Judson College","Illinois","Private not-for-profit","","0.01","0.55"
"2005","146393","Kendall College","Illinois","Private not-for-profit","","0.107","0.389"
"2005","146427","Knox College","Illinois","Private not-for-profit","","0.007","0.756"
"2005","146481","Lake Forest College","Illinois","Private not-for-profit","","0.03","0.684"
"2005","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0",""
"2005","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.035",""
"2005","146612","Lewis University","Illinois","Private not-for-profit","","0.046","0.499"
"2005","146621","Lexington College","Illinois","Private not-for-profit","","0.131","0.385"
"2005","146667","Lincoln Christian College and Seminary","Illinois","Private not-for-profit","","0.029","0.521"
"2005","146676","Lincoln College","Illinois","Private not-for-profit","","0.117","0.495"
"2005","146719","Loyola University Chicago","Illinois","Private not-for-profit","","0.033","0.695"
"2005","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0",""
"2005","146755","Trinity College of Nursing and Health Sciences","Illinois","Private not-for-profit","","0.05","0.7"
"2005","146825","MacMurray College","Illinois","Private not-for-profit","","0.069","0.352"
"2005","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.04",""
"2005","147013","McKendree College","Illinois","Private not-for-profit","","0.036","0.54"
"2005","147031","Meadville-Lombard Theological School","Illinois","Private not-for-profit","","0.076",""
"2005","147129","Methodist College of Nursing","Illinois","Private not-for-profit","","","1"
"2005","147244","Millikin University","Illinois","Private not-for-profit","","0.027","0.678"
"2005","147341","Monmouth College","Illinois","Private not-for-profit","","0.054","0.719"
"2005","147518","Native American Educational Services College Inc","Illinois","Private not-for-profit","","",""
"2005","147536","National-Louis University","Illinois","Private not-for-profit","","0.014","0.134"
"2005","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.01",""
"2005","147660","North Central College","Illinois","Private not-for-profit","","0.022","0.589"
"2005","147679","North Park University","Illinois","Private not-for-profit","","0.037","0.535"
"2005","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","",""
"2005","147703","Northern Illinois University","Illinois","Public","","0.036","0.483"
"2005","147767","Northwestern University","Illinois","Private not-for-profit","","0.009","0.928"
"2005","147776","Northeastern Illinois University","Illinois","Public","","0.068","0.185"
"2005","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.018","0.528"
"2005","148016","Principia College","Illinois","Private not-for-profit","","","0.79"
"2005","148131","Quincy University","Illinois","Private not-for-profit","","0.023","0.477"
"2005","148335","Robert Morris College","Illinois","Private not-for-profit","","0.085","0.501"
"2005","148405","Rockford College","Illinois","Private not-for-profit","","0.063","0.441"
"2005","148487","Roosevelt University","Illinois","Private not-for-profit","","0.024","0.36"
